mode,process_id,workload_name,algorithm,allocation_policy,memory_frames,repetition_id,duration_ns,metadata,duration_ms
shared_total,,trace-driven,NRU,ProportionalAllocation,4,7,9700,{'interleave': 'trace-order'},0.0097
shared,0,sample_trace,NRU,ProportionalAllocation,4,7,2800,{'interleave': 'trace-order'},0.0028
shared,1,sample_trace,NRU,ProportionalAllocation,4,7,3500,{'interleave': 'trace-order'},0.0035
shared_total,,trace-driven,SecondChance,GlobalAllocation,4,0,29200,{'interleave': 'trace-order'},0.0292
shared,0,sample_trace,SecondChance,GlobalAllocation,4,0,8200,{'interleave': 'trace-order'},0.0082
shared,1,sample_trace,SecondChance,GlobalAllocation,4,0,11600,{'interleave': 'trace-order'},0.0116
shared_total,,trace-driven,SecondChance,GlobalAllocation,4,1,25900,{'interleave': 'trace-order'},0.0259
shared,0,sample_trace,SecondChance,GlobalAllocation,4,1,6600,{'interleave': 'trace-order'},0.0066
shared,1,sample_trace,SecondChance,GlobalAllocation,4,1,10000,{'interleave': 'trace-order'},0.01
shared_total,,trace-driven,SecondChance,GlobalAllocation,4,2,23200,{'interleave': 'trace-order'},0.0232
shared,0,sample_trace,SecondChance,GlobalAllocation,4,2,6000,{'interleave': 'trace-order'},0.006
shared,1,sample_trace,SecondChance,GlobalAllocation,4,2,9600,{'interleave': 'trace-order'},0.0096
shared_total,,trace-driven,SecondChance,GlobalAllocation,4,3,21800,{'interleave': 'trace-order'},0.0218
shared,0,sample_trace,SecondChance,GlobalAllocation,4,3,6100,{'interleave': 'trace-order'},0.0061
shared,1,sample_trace,SecondChance,GlobalAllocation,4,3,8500,{'interleave': 'trace-order'},0.0085
shared_total,,trace-driven,SecondChance,GlobalAllocation,4,4,19500,{'interleave': 'trace-order'},0.0195
shared,0,sample_trace,SecondChance,GlobalAllocation,4,4,4900,{'interleave': 'trace-order'},0.0049
shared,1,sample_trace,SecondChance,GlobalAllocation,4,4,7600,{'interleave': 'trace-order'},0.0076
shared_total,,trace-driven,SecondChance,GlobalAllocation,4,5,19500,{'interleave': 'trace-order'},0.0195
shared,0,sample_trace,SecondChance,GlobalAllocation,4,5,4900,{'interleave': 'trace-order'},0.0049
shared,1,sample_trace,SecondChance,GlobalAllocation,4,5,7800,{'interleave': 'trace-order'},0.0078
shared_total,,trace-driven,SecondChance,GlobalAllocation,4,6,20100,{'interleave': 'trace-order'},0.0201
shared,0,sample_trace,SecondChance,GlobalAllocation,4,6,4800,{'interleave': 'trace-order'},0.0048
shared,1,sample_trace,SecondChance,GlobalAllocation,4,6,8200,{'interleave': 'trace-order'},0.0082
shared_total,,trace-driven,SecondChance,GlobalAllocation,4,7,20300,{'interleave': 'trace-order'},0.0203
shared,0,sample_trace,SecondChance,GlobalAllocation,4,7,5100,{'interleave': 'trace-order'},0.0051
shared,1,sample_trace,SecondChance,GlobalAllocation,4,7,8000,{'interleave': 'trace-order'},0.008
shared_total,,trace-driven,SecondChance,LocalAllocation,4,0,20700,{'interleave': 'trace-order'},0.0207
shared,0,sample_trace,SecondChance,LocalAllocation,4,0,5300,{'interleave': 'trace-order'},0.0053
shared,1,sample_trace,SecondChance,LocalAllocation,4,0,6800,{'interleave': 'trace-order'},0.0068
shared_total,,trace-driven,SecondChance,LocalAllocation,4,1,19400,{'interleave': 'trace-order'},0.0194
shared,0,sample_trace,SecondChance,LocalAllocation,4,1,5200,{'interleave': 'trace-order'},0.0052
shared,1,sample_trace,SecondChance,LocalAllocation,4,1,6800,{'interleave': 'trace-order'},0.0068
shared_total,,trace-driven,SecondChance,LocalAllocation,4,2,18600,{'interleave': 'trace-order'},0.0186
shared,0,sample_trace,SecondChance,LocalAllocation,4,2,4900,{'interleave': 'trace-order'},0.0049
