workload_label,workload_kind,trace_name,algorithm,allocation_policy,memory_frames,repetition_id,process_id,t_isolated_ms,t_shared_ms,slowdown,page_faults,replacements,disk_reads,disk_writes
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,2,1,0.0021,0.0019,0.9047619047619048,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,3,0,0.0021,0.0022,1.0476190476190477,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,3,1,0.002,0.0018,0.9,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,4,0,0.002,0.0021,1.05,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,4,1,0.002,0.0016,0.8,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,5,0,0.0021,0.002,0.9523809523809523,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,5,1,0.0021,0.0019,0.9047619047619048,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,6,0,0.0021,0.0022,1.0476190476190477,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,6,1,0.0021,0.0017,0.8095238095238095,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,7,0,0.0021,0.0021,1.0,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,7,1,0.002,0.0019,0.95,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,8,0,0.0021,0.0021,1.0,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,8,1,0.0021,0.0016,0.7619047619047619,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,9,0,0.0021,0.002,0.9523809523809523,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,LocalAllocation,4,9,1,0.0019,0.0015,0.7894736842105263,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,ProportionalAllocation,4,0,0,0.0023,0.0034,1.4782608695652173,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,ProportionalAllocation,4,0,1,0.0021,0.0028,1.3333333333333333,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,ProportionalAllocation,4,1,0,0.0021,0.0024,1.1428571428571428,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,ProportionalAllocation,4,1,1,0.0027,0.0017,0.6296296296296297,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,ProportionalAllocation,4,2,0,0.0022,0.0021,0.9545454545454546,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,ProportionalAllocation,4,2,1,0.0021,0.0017,0.8095238095238095,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,ProportionalAllocation,4,3,0,0.0021,0.002,0.9523809523809523,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,ProportionalAllocation,4,3,1,0.002,0.0017,0.85,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,ProportionalAllocation,4,4,0,0.0019,0.0021,1.105263157894737,1,0,1,0
trace-driven,trace,demo_locality,SecondChance,ProportionalAllocation,4,4,1,0.0021,0.0016,0.7619047619047619,1,0,1,0
