config_label,workload_kind,workload_label,trace_name,algorithm,allocation_policy,total_frames,process_count,source_file_count,trial_count,page_fault_total,page_fault_rate_mean,page_fault_rate_median,page_fault_rate_std,page_fault_rate_ci_low,page_fault_rate_ci_high,page_faults_mean,page_faults_median,page_faults_std,page_faults_ci_low,page_faults_ci_high,page_faults_sum,page_replacements_mean,disk_reads_mean,disk_writes_mean,total_disk_io_mean,runtime_ms_mean,throughput_mean,worst_case_slowdown_mean,mean_slowdown_mean,aggregate_wss_mean,aggregate_wss_median,aggregate_wss_std,aggregate_wss_ci_low,aggregate_wss_ci_high,aggregate_wss_sum,memory_ratio_to_wss_mean,memory_ratio_to_wss_median,memory_ratio_to_wss_std,memory_ratio_to_wss_ci_low,memory_ratio_to_wss_ci_high,memory_ratio_to_wss_sum,fairness_jains_index_mean,fairness_variance_mean,fairness_cv_mean,fairness_max_ratio_mean,fairness_mean_mean,fairness_std_mean,fairness_min_mean,fairness_max_mean,outlier_trial_count,validation_issue_count,source_files
trace | trace-driven | report_streaming_sequential | SecondChance | GlobalAllocation | f13 | p2,trace,trace-driven,report_streaming_sequential,SecondChance,GlobalAllocation,13,2,1,10,0.0,1.0,1.0,0.0,1.0,1.0,16.0,16.0,0.0,16.0,16.0,160.0,3.0,16.0,0.0,16.0,0.02397,673105.7039842894,2.020980026758714,1.76467332683428,16.0,16.0,0.0,16.0,16.0,160.0,0.8125,0.8125,0.0,0.8125,0.8125,8.125,0.9786664210426704,0.13950415530802668,0.14461169681158126,1.3412845239156885,1.76467332683428,0.2563066999244341,1.508366626909846,2.020980026758714,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_streaming_sequential_SecondChance_GlobalAllocation_f13.json
trace | trace-driven | report_thrashing_pressure | SecondChance | GlobalAllocation | f15 | p2,trace,trace-driven,report_thrashing_pressure,SecondChance,GlobalAllocation,15,2,1,10,0.0,0.5,0.5,0.0,0.5,0.5,10.0,10.0,0.0,10.0,10.0,100.0,0.0,10.0,0.0,10.0,0.01942,1042246.3549403765,1.5799492462360216,1.5069173410627807,10.0,10.0,0.0,10.0,10.0,100.0,1.5,1.5,0.0,1.5,1.5,15.0,0.996909212466908,0.013828661302814483,0.04868642382255145,1.1041066045488255,1.5069173410627807,0.07303190517324085,1.4338854358895399,1.5799492462360216,3,23,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_thrashing_pressure_SecondChance_GlobalAllocation_f15.json
trace | trace-driven | report_mixed_heterogeneous | SecondChance | GlobalAllocation | f16 | p3,trace,trace-driven,report_mixed_heterogeneous,SecondChance,GlobalAllocation,16,3,1,10,0.0,0.6111111111111112,0.6111111111111112,0.0,0.6111111111111112,0.6111111111111112,11.0,11.0,0.0,11.0,11.0,110.0,0.0,11.0,0.0,11.0,0.01983,916733.7349824411,1.3714595684256419,1.3195645653586439,11.0,11.0,0.0,11.0,11.0,110.0,1.4545454545454546,1.4545454545454546,0.0,1.4545454545454546,1.4545454545454546,14.545454545454547,0.9984581996899495,0.0041240721830768465,0.03491039914668398,1.0860674864200413,1.3195645653586439,0.04640592741662299,1.2632534348864994,1.3714595684256419,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_mixed_heterogeneous_SecondChance_GlobalAllocation_f16.json
trace | trace-driven | report_streaming_sequential | SecondChance | GlobalAllocation | f16 | p2,trace,trace-driven,report_streaming_sequential,SecondChance,GlobalAllocation,16,2,1,10,0.0,1.0,1.0,0.0,1.0,1.0,16.0,16.0,0.0,16.0,16.0,160.0,0.0,16.0,0.0,16.0,0.02099,768690.1058905523,1.497706910617245,1.4539221716840616,16.0,16.0,0.0,16.0,16.0,160.0,1.0,1.0,0.0,1.0,1.0,10.0,0.9983341929396565,0.00889542851166949,0.028371675668970173,1.0604109966343054,1.4539221716840616,0.04378473893318342,1.4101374327508782,1.497706910617245,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_streaming_sequential_SecondChance_GlobalAllocation_f16.json
trace | trace-driven | report_streaming_sequential | SecondChance | GlobalAllocation | f19 | p2,trace,trace-driven,report_streaming_sequential,SecondChance,GlobalAllocation,19,2,1,10,0.0,1.0,1.0,0.0,1.0,1.0,16.0,16.0,0.0,16.0,16.0,160.0,0.0,16.0,0.0,16.0,0.02089,772882.7091179368,1.4626032908890052,1.4106875836451012,16.0,16.0,0.0,16.0,16.0,160.0,1.1875,1.1875,0.0,1.1875,1.1875,11.875,0.9975339690953177,0.009898853650672626,0.03666115632989712,1.0787440596209212,1.4106875836451012,0.051915707243904055,1.3587718764011971,1.4626032908890052,3,23,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_streaming_sequential_SecondChance_GlobalAllocation_f19.json
trace | trace-driven | report_streaming_sequential | SecondChance | GlobalAllocation | f24 | p2,trace,trace-driven,report_streaming_sequential,SecondChance,GlobalAllocation,24,2,1,10,0.0,1.0,1.0,0.0,1.0,1.0,16.0,16.0,0.0,16.0,16.0,160.0,0.0,16.0,0.0,16.0,0.02056,785667.2739801221,1.4352888386123681,1.4134827024455268,16.0,16.0,0.0,16.0,16.0,160.0,1.5,1.5,0.0,1.5,1.5,15.0,0.9996502922438895,0.0014304915307429163,0.015282328690529551,1.0312857946985032,1.4134827024455268,0.021806136166841295,1.3916765662786854,1.4352888386123681,2,22,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_streaming_sequential_SecondChance_GlobalAllocation_f24.json
trace | trace-driven | report_locality_heavy | SecondChance | GlobalAllocation | f4 | p2,trace,trace-driven,report_locality_heavy,SecondChance,GlobalAllocation,4,2,1,10,0.0,0.25,0.25,0.0,0.25,0.25,4.0,4.0,0.0,4.0,4.0,40.0,0.0,4.0,0.0,4.0,0.01433,1125907.2444358745,1.4906489823697173,1.42740747872039,4.0,4.0,0.0,4.0,4.0,40.0,1.0,1.0,0.0,1.0,1.0,10.0,0.9977868019586631,0.010029768503650201,0.0433286344984109,1.0913798520140126,1.42740747872039,0.06324150364932733,1.3641659750710626,1.4906489823697173,0,20,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_locality_heavy_SecondChance_GlobalAllocation_f4.json
trace | trace-driven | sample_trace | SecondChance | GlobalAllocation | f4 | p2,trace,trace-driven,sample_trace,SecondChance,GlobalAllocation,4,2,1,10,0.0,0.625,0.625,0.0,0.625,0.625,5.0,5.0,0.0,5.0,5.0,50.0,1.0,5.0,0.0,5.0,0.01236,652866.1357049188,1.7345649258149258,1.4021796633348906,5.0,5.0,0.0,5.0,5.0,50.0,0.8,0.8,0.0,0.8,0.8,8.0,0.9417854935560779,0.2429555272846315,0.2389293629450055,1.661216990304005,1.4021796633348906,0.3323852624800351,1.0697944008548557,1.7345649258149258,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_sample_trace_SecondChance_GlobalAllocation_f4.json
trace | trace-driven | report_locality_heavy | SecondChance | GlobalAllocation | f5 | p2,trace,trace-driven,report_locality_heavy,SecondChance,GlobalAllocation,5,2,1,10,0.0,0.25,0.25,0.0,0.25,0.25,4.0,4.0,0.0,4.0,4.0,40.0,0.0,4.0,0.0,4.0,0.014240000000000001,1136185.9155072314,1.4654609828198537,1.3958637981616546,4.0,4.0,0.0,4.0,4.0,40.0,1.25,1.25,0.0,1.25,1.25,12.5,0.9969763688189647,0.011478926544574532,0.05056273275432348,1.1076434080172923,1.3958637981616546,0.0695971846581991,1.3262666135034555,1.4654609828198537,2,22,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_locality_heavy_SecondChance_GlobalAllocation_f5.json
trace | trace-driven | sample_trace | SecondChance | GlobalAllocation | f5 | p2,trace,trace-driven,sample_trace,SecondChance,GlobalAllocation,5,2,1,10,0.0,0.625,0.625,0.0,0.625,0.625,5.0,5.0,0.0,5.0,5.0,50.0,0.0,5.0,0.0,5.0,0.010750000000000001,753803.893287149,1.186986538647289,1.1148936376053515,5.0,5.0,0.0,5.0,5.0,50.0,1.0,1.0,0.0,1.0,1.0,10.0,0.9914300561489338,0.021491405767976025,0.06580292876718971,1.154699381410389,1.1148936376053515,0.07209290104193754,1.042800736563414,1.186986538647289,3,23,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_sample_trace_SecondChance_GlobalAllocation_f5.json
trace | trace-driven | report_locality_heavy | SecondChance | GlobalAllocation | f6 | p2,trace,trace-driven,report_locality_heavy,SecondChance,GlobalAllocation,6,2,1,10,0.0,0.25,0.25,0.0,0.25,0.25,4.0,4.0,0.0,4.0,4.0,40.0,0.0,4.0,0.0,4.0,0.01423,1137549.3333544794,1.4215975765595634,1.3716781925599213,4.0,4.0,0.0,4.0,4.0,40.0,1.5,1.5,0.0,1.5,1.5,15.0,0.9981715657275559,0.0067553894020528065,0.03645812199732058,1.0768164324553915,1.3716781925599213,0.04991938399964217,1.3217588085602792,1.4215975765595634,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_locality_heavy_SecondChance_GlobalAllocation_f6.json
trace | trace-driven | sample_trace | SecondChance | GlobalAllocation | f6 | p2,trace,trace-driven,sample_trace,SecondChance,GlobalAllocation,6,2,1,10,0.0,0.625,0.625,0.0,0.625,0.625,5.0,5.0,0.0,5.0,5.0,50.0,0.0,5.0,0.0,5.0,0.01221,701089.4543087153,1.2423163791316036,1.1486999714554098,5.0,5.0,0.0,5.0,5.0,50.0,1.2,1.2,0.0,1.2,1.2,12.0,0.9884343518862123,0.033141179610398364,0.08081538989646624,1.1929363265160497,1.1486999714554098,0.09361640767619381,1.055083563779216,1.2423163791316036,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_sample_trace_SecondChance_GlobalAllocation_f6.json
trace | trace-driven | report_thrashing_pressure | SecondChance | GlobalAllocation | f8 | p2,trace,trace-driven,report_thrashing_pressure,SecondChance,GlobalAllocation,8,2,1,10,0.0,1.0,1.0,0.0,1.0,1.0,20.0,20.0,0.0,20.0,20.0,200.0,12.0,20.0,2.0,22.0,0.03072,657028.0845209722,2.929294003868472,2.749007580632024,10.0,10.0,0.0,10.0,10.0,100.0,0.8,0.8,0.0,0.8,0.8,8.0,0.993934136144658,0.0946160188033492,0.06540882667734713,1.1447586727836019,2.749007580632024,0.18028642323644797,2.568721157395576,2.929294003868472,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_thrashing_pressure_SecondChance_GlobalAllocation_f8.json
trace | trace-driven | sample_trace | SecondChance | GlobalAllocation | f8 | p2,trace,trace-driven,sample_trace,SecondChance,GlobalAllocation,8,2,1,10,0.0,0.625,0.625,0.0,0.625,0.625,5.0,5.0,0.0,5.0,5.0,50.0,0.0,5.0,0.0,5.0,0.01076,752902.5649876987,1.1873228693862732,1.1112236752258204,5.0,5.0,0.0,5.0,5.0,50.0,1.6,1.6,0.0,1.6,1.6,16.0,0.9884041000930781,0.029677860127853898,0.06915223554398577,1.171517777995331,1.1112236752258204,0.07609919416045269,1.0351244810653677,1.1873228693862732,3,23,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_sample_trace_SecondChance_GlobalAllocation_f8.json
trace | trace-driven | report_mixed_heterogeneous | SecondChance | GlobalAllocation | f9 | p3,trace,trace-driven,report_mixed_heterogeneous,SecondChance,GlobalAllocation,9,3,1,10,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,12.0,12.0,0.0,12.0,12.0,120.0,3.0,12.0,1.0,13.0,0.02348,771900.8070637931,1.9042718599441049,1.6440373137022093,11.0,11.0,0.0,11.0,11.0,110.0,0.8181818181818182,0.8181818181818182,0.0,0.8181818181818182,0.8181818181818182,8.181818181818182,0.9737870982087249,0.09353702291175726,0.1508263048884443,1.4493863306467112,1.6440373137022093,0.24726679194087517,1.3192961830016892,1.9042718599441049,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_mixed_heterogeneous_SecondChance_GlobalAllocation_f9.json
trace | trace-driven | report_thrashing_pressure | SecondChance | LocalAllocation | f10 | p2,trace,trace-driven,report_thrashing_pressure,SecondChance,LocalAllocation,10,2,1,10,0.0,0.5,0.5,0.0,0.5,0.5,10.0,10.0,0.0,10.0,10.0,100.0,0.0,10.0,0.0,10.0,0.01437,1398930.7415701486,1.1516208597603947,1.1094583199305263,10.0,10.0,0.0,10.0,10.0,100.0,1.0,1.0,0.0,1.0,1.0,10.0,0.9976754762652933,0.005676363265524464,0.03821748579046749,1.0814848054667432,1.1094583199305263,0.042162539829868256,1.0672957801006582,1.1516208597603947,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_thrashing_pressure_SecondChance_LocalAllocation_f10.json
trace | trace-driven | report_mixed_heterogeneous | SecondChance | LocalAllocation | f11 | p3,trace,trace-driven,report_mixed_heterogeneous,SecondChance,LocalAllocation,11,3,1,10,0.0,0.6111111111111112,0.6111111111111112,0.0,0.6111111111111112,0.6111111111111112,11.0,11.0,0.0,11.0,11.0,110.0,2.0,11.0,0.0,11.0,0.02499,781151.0596806745,1.3507470665318289,1.1377876986183653,11.0,11.0,0.0,11.0,11.0,110.0,1.0,1.0,0.0,1.0,1.0,10.0,0.9823075831617942,0.03937920463539243,0.1396310471730321,1.3736629825075888,1.1377876986183653,0.15675798491603543,0.9893160193370277,1.3507470665318289,0,20,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_mixed_heterogeneous_SecondChance_LocalAllocation_f11.json
trace | trace-driven | report_thrashing_pressure | SecondChance | LocalAllocation | f12 | p2,trace,trace-driven,report_thrashing_pressure,SecondChance,LocalAllocation,12,2,1,10,0.0,0.5,0.5,0.0,0.5,0.5,10.0,10.0,0.0,10.0,10.0,100.0,0.0,10.0,0.0,10.0,0.01449,1388485.5353714984,1.1780194630478238,1.1298138262758228,10.0,10.0,0.0,10.0,10.0,100.0,1.2,1.2,0.0,1.2,1.2,12.0,0.9974229854009617,0.006538237495022389,0.042758593555809146,1.0911173060626231,1.1298138262758228,0.04820563677200092,1.081608189503822,1.1780194630478238,3,23,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_thrashing_pressure_SecondChance_LocalAllocation_f12.json
trace | trace-driven | report_mixed_heterogeneous | SecondChance | LocalAllocation | f13 | p3,trace,trace-driven,report_mixed_heterogeneous,SecondChance,LocalAllocation,13,3,1,10,0.0,0.6111111111111112,0.6111111111111112,0.0,0.6111111111111112,0.6111111111111112,11.0,11.0,0.0,11.0,11.0,110.0,2.0,11.0,0.0,11.0,0.01675,1083646.7518422622,1.4122392780287516,1.1434784802212858,11.0,11.0,0.0,11.0,11.0,110.0,1.1818181818181819,1.1818181818181819,0.0,1.1818181818181819,1.1818181818181819,11.818181818181818,0.9744444238777097,0.06328284484058422,0.17082817126119834,1.48571260501461,1.1434784802212858,0.19757973735357248,0.9493523079729976,1.4122392780287516,2,22,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_mixed_heterogeneous_SecondChance_LocalAllocation_f13.json
trace | trace-driven | report_streaming_sequential | SecondChance | LocalAllocation | f13 | p2,trace,trace-driven,report_streaming_sequential,SecondChance,LocalAllocation,13,2,1,10,0.0,1.0,1.0,0.0,1.0,1.0,16.0,16.0,0.0,16.0,16.0,160.0,3.0,16.0,0.0,16.0,0.01829,879078.8833968913,1.4049932696482847,1.3402917717159433,16.0,16.0,0.0,16.0,16.0,160.0,0.8125,0.8125,0.0,0.8125,0.8125,8.125,0.9943425160468684,0.019446614961459354,0.049426402391257146,1.112410451208135,1.3402917717159433,0.06470149793234156,1.2755902737836018,1.4049932696482847,0,20,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_streaming_sequential_SecondChance_LocalAllocation_f13.json
trace | trace-driven | report_thrashing_pressure | SecondChance | LocalAllocation | f15 | p2,trace,trace-driven,report_thrashing_pressure,SecondChance,LocalAllocation,15,2,1,10,0.0,0.5,0.5,0.0,0.5,0.5,10.0,10.0,0.0,10.0,10.0,100.0,0.0,10.0,0.0,10.0,0.01448,1386966.6499138738,1.1429077256643905,1.1136038469943745,10.0,10.0,0.0,10.0,10.0,100.0,1.5,1.5,0.0,1.5,1.5,15.0,0.9991516133510128,0.002161501540081165,0.026103377444995315,1.0539686082527253,1.1136038469943745,0.029303878670015927,1.0842999683243586,1.1429077256643905,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_thrashing_pressure_SecondChance_LocalAllocation_f15.json
trace | trace-driven | report_mixed_heterogeneous | SecondChance | LocalAllocation | f16 | p3,trace,trace-driven,report_mixed_heterogeneous,SecondChance,LocalAllocation,16,3,1,10,0.0,0.6111111111111112,0.6111111111111112,0.0,0.6111111111111112,0.6111111111111112,11.0,11.0,0.0,11.0,11.0,110.0,1.0,11.0,0.0,11.0,0.0178,1045377.1886127762,1.3810328706381338,1.146701862932909,11.0,11.0,0.0,11.0,11.0,110.0,1.4545454545454546,1.4545454545454546,0.0,1.4545454545454546,1.4545454545454546,14.545454545454547,0.9747213134958493,0.056504634169324455,0.1595230177772634,1.4668357371578933,1.146701862932909,0.18486619764693699,0.9416018974639664,1.3810328706381338,2,22,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_mixed_heterogeneous_SecondChance_LocalAllocation_f16.json
trace | trace-driven | report_streaming_sequential | SecondChance | LocalAllocation | f16 | p2,trace,trace-driven,report_streaming_sequential,SecondChance,LocalAllocation,16,2,1,10,0.0,1.0,1.0,0.0,1.0,1.0,16.0,16.0,0.0,16.0,16.0,160.0,0.0,16.0,0.0,16.0,0.01483,1089452.743854785,1.1074559852618198,1.0609429438287803,16.0,16.0,0.0,16.0,16.0,160.0,1.0,1.0,0.0,1.0,1.0,10.0,0.9973530327714386,0.007024290258302994,0.04202833440527617,1.0898254245558807,1.0609429438287803,0.04651304143303946,1.0144299023957408,1.1074559852618198,2,22,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_streaming_sequential_SecondChance_LocalAllocation_f16.json
trace | trace-driven | report_streaming_sequential | SecondChance | LocalAllocation | f19 | p2,trace,trace-driven,report_streaming_sequential,SecondChance,LocalAllocation,19,2,1,10,0.0,1.0,1.0,0.0,1.0,1.0,16.0,16.0,0.0,16.0,16.0,160.0,0.0,16.0,0.0,16.0,0.015050000000000001,1070170.9554526778,1.1347074468085108,1.0833019667163812,16.0,16.0,0.0,16.0,16.0,160.0,1.1875,1.1875,0.0,1.1875,1.1875,11.875,0.996667572289796,0.008268015574145965,0.047112310563023216,1.1015467645284667,1.0833019667163812,0.05140548009212936,1.031896486624252,1.1347074468085108,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_streaming_sequential_SecondChance_LocalAllocation_f19.json
trace | trace-driven | report_streaming_sequential | SecondChance | LocalAllocation | f24 | p2,trace,trace-driven,report_streaming_sequential,SecondChance,LocalAllocation,24,2,1,10,0.0,1.0,1.0,0.0,1.0,1.0,16.0,16.0,0.0,16.0,16.0,160.0,0.0,16.0,0.0,16.0,0.01568,1034435.3720675573,1.141312825130052,1.1028399971459444,16.0,16.0,0.0,16.0,16.0,160.0,1.5,1.5,0.0,1.5,1.5,15.0,0.9985683997463829,0.0039983270721495635,0.03372807497252696,1.070468006394477,1.1028399971459444,0.0384728279841076,1.0643671691618368,1.141312825130052,3,23,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_streaming_sequential_SecondChance_LocalAllocation_f24.json
trace | trace-driven | report_locality_heavy | SecondChance | LocalAllocation | f4 | p2,trace,trace-driven,report_locality_heavy,SecondChance,LocalAllocation,4,2,1,10,0.0,0.25,0.25,0.0,0.25,0.25,4.0,4.0,0.0,4.0,4.0,40.0,0.0,4.0,0.0,4.0,0.01133,1426483.892723881,1.158944627628582,1.0826635099003703,4.0,4.0,0.0,4.0,4.0,40.0,1.0,1.0,0.0,1.0,1.0,10.0,0.993722013396592,0.018044066960908524,0.0672904437259402,1.1489352769221606,1.0826635099003703,0.07628111772821172,1.0063823921721586,1.158944627628582,2,22,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_locality_heavy_SecondChance_LocalAllocation_f4.json
trace | trace-driven | sample_trace | SecondChance | LocalAllocation | f4 | p2,trace,trace-driven,sample_trace,SecondChance,LocalAllocation,4,2,1,10,0.0,0.625,0.625,0.0,0.625,0.625,5.0,5.0,0.0,5.0,5.0,50.0,1.0,5.0,1.0,6.0,0.01001,807765.1292769959,1.2886239316239316,1.201720610515588,5.0,5.0,0.0,5.0,5.0,50.0,0.8,0.8,0.0,0.8,0.8,8.0,0.9931738646175358,0.021148014317994318,0.07148122522157778,1.1585360406898337,1.201720610515588,0.08690332110834362,1.1148172894072443,1.2886239316239316,0,20,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_sample_trace_SecondChance_LocalAllocation_f4.json
trace | trace-driven | report_locality_heavy | SecondChance | LocalAllocation | f5 | p2,trace,trace-driven,report_locality_heavy,SecondChance,LocalAllocation,5,2,1,10,0.0,0.25,0.25,0.0,0.25,0.25,4.0,4.0,0.0,4.0,4.0,40.0,0.0,4.0,0.0,4.0,0.011300000000000001,1429637.1301899469,1.1264521879132885,1.0545086532818204,4.0,4.0,0.0,4.0,4.0,40.0,1.25,1.25,0.0,1.25,1.25,12.5,0.9941821409414625,0.013700577885524113,0.06748040039427348,1.1480283091427828,1.0545086532818204,0.07194353463146812,0.9825651186503522,1.1264521879132885,2,22,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_locality_heavy_SecondChance_LocalAllocation_f5.json
trace | trace-driven | sample_trace | SecondChance | LocalAllocation | f5 | p2,trace,trace-driven,sample_trace,SecondChance,LocalAllocation,5,2,1,10,0.0,0.625,0.625,0.0,0.625,0.625,5.0,5.0,0.0,5.0,5.0,50.0,1.0,5.0,1.0,6.0,0.009770000000000001,828471.9892308288,1.2727122507122508,1.1768538957017218,5.0,5.0,0.0,5.0,5.0,50.0,1.0,1.0,0.0,1.0,1.0,10.0,0.9925606569415593,0.02118677532219506,0.08131554517850507,1.1793685571218904,1.1768538957017218,0.09585835501052892,1.0809955406911929,1.2727122507122508,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_sample_trace_SecondChance_LocalAllocation_f5.json
trace | trace-driven | report_locality_heavy | SecondChance | LocalAllocation | f6 | p2,trace,trace-driven,report_locality_heavy,SecondChance,LocalAllocation,6,2,1,10,0.0,0.25,0.25,0.0,0.25,0.25,4.0,4.0,0.0,4.0,4.0,40.0,0.0,4.0,0.0,4.0,0.01158,1397337.494726581,1.1504796490342521,1.0725258067631946,4.0,4.0,0.0,4.0,4.0,40.0,1.5,1.5,0.0,1.5,1.5,15.0,0.9926848808580742,0.022106274737574944,0.06905510776084771,1.1558542442591917,1.0725258067631946,0.07795384227105748,0.9945719644921373,1.1504796490342521,2,22,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_locality_heavy_SecondChance_LocalAllocation_f6.json
trace | trace-driven | sample_trace | SecondChance | LocalAllocation | f6 | p2,trace,trace-driven,sample_trace,SecondChance,LocalAllocation,6,2,1,10,0.0,0.625,0.625,0.0,0.625,0.625,5.0,5.0,0.0,5.0,5.0,50.0,0.0,5.0,0.0,5.0,0.00894,909424.0533029588,1.1067148069321981,0.9976205226647021,5.0,5.0,0.0,5.0,5.0,50.0,1.2,1.2,0.0,1.2,1.2,12.0,0.9866871423991559,0.030328810617466267,0.10646234822024349,1.245114545047272,0.9976205226647021,0.10909428426749605,0.8885262383972061,1.1067148069321981,0,20,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_sample_trace_SecondChance_LocalAllocation_f6.json
trace | trace-driven | report_thrashing_pressure | SecondChance | LocalAllocation | f8 | p2,trace,trace-driven,report_thrashing_pressure,SecondChance,LocalAllocation,8,2,1,10,0.0,1.0,1.0,0.0,1.0,1.0,20.0,20.0,0.0,20.0,20.0,200.0,12.0,20.0,2.0,22.0,0.02352,852393.5608519356,2.257524984469114,2.2064450814358643,10.0,10.0,0.0,10.0,10.0,100.0,0.8,0.8,0.0,0.8,0.8,8.0,0.9986734997608498,0.014730435896811032,0.022229668631756884,1.0473699154666078,2.2064450814358643,0.05107990303324965,2.1553651784026147,2.257524984469114,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_thrashing_pressure_SecondChance_LocalAllocation_f8.json
trace | trace-driven | sample_trace | SecondChance | LocalAllocation | f8 | p2,trace,trace-driven,sample_trace,SecondChance,LocalAllocation,8,2,1,10,0.0,0.625,0.625,0.0,0.625,0.625,5.0,5.0,0.0,5.0,5.0,50.0,0.0,5.0,0.0,5.0,0.00876,923513.6054702423,1.0870337995337995,0.970991970991971,5.0,5.0,0.0,5.0,5.0,50.0,1.6,1.6,0.0,1.6,1.6,16.0,0.9845276585150803,0.029937074416322016,0.11949701113904024,1.2755856969117838,0.970991970991971,0.11604182854182854,0.8549501424501424,1.0870337995337995,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_sample_trace_SecondChance_LocalAllocation_f8.json
trace | trace-driven | report_mixed_heterogeneous | SecondChance | LocalAllocation | f9 | p3,trace,trace-driven,report_mixed_heterogeneous,SecondChance,LocalAllocation,9,3,1,10,0.0,0.6111111111111112,0.6111111111111112,0.0,0.6111111111111112,0.6111111111111112,11.0,11.0,0.0,11.0,11.0,110.0,3.0,11.0,0.0,11.0,0.01614,1121042.088368711,1.3378324773446724,1.0965816285955194,11.0,11.0,0.0,11.0,11.0,110.0,0.8181818181818182,0.8181818181818182,0.0,0.8181818181818182,0.8181818181818182,8.181818181818182,0.9737358262345804,0.05230013381590348,0.16768227658045207,1.4923183864986718,1.0965816285955194,0.1829269977250774,0.901693680809365,1.3378324773446724,1,21,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_mixed_heterogeneous_SecondChance_LocalAllocation_f9.json
trace | trace-driven | report_thrashing_pressure | SecondChance | ProportionalAllocation | f10 | p2,trace,trace-driven,report_thrashing_pressure,SecondChance,ProportionalAllocation,10,2,1,10,0.0,0.5,0.5,0.0,0.5,0.5,10.0,10.0,0.0,10.0,10.0,100.0,0.0,10.0,0.0,10.0,0.01435,1400179.2134186872,1.144311951047629,1.09414328746504,10.0,10.0,0.0,10.0,10.0,100.0,1.0,1.0,0.0,1.0,1.0,10.0,0.9976082739615223,0.006046904338028298,0.045164749815423906,1.0954192493851416,1.09414328746504,0.050168663582588716,1.0439746238824514,1.144311951047629,2,22,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_thrashing_pressure_SecondChance_ProportionalAllocation_f10.json
trace | trace-driven | report_mixed_heterogeneous | SecondChance | ProportionalAllocation | f11 | p3,trace,trace-driven,report_mixed_heterogeneous,SecondChance,ProportionalAllocation,11,3,1,10,0.0,0.6111111111111112,0.6111111111111112,0.0,0.6111111111111112,0.6111111111111112,11.0,11.0,0.0,11.0,11.0,110.0,0.0,11.0,0.0,11.0,0.01489,1214350.5955142018,1.0606458675424193,0.9892446183947938,11.0,11.0,0.0,11.0,11.0,110.0,1.0,1.0,0.0,1.0,1.0,10.0,0.9949585860986809,0.007446835378972256,0.05893677629755845,1.159017310305799,0.9892446183947938,0.05843647646401801,0.9199294414090058,1.0606458675424193,2,22,results\raw\campaign_20260404_140330_266\trace_all_checked_in\trace_report_mixed_heterogeneous_SecondChance_ProportionalAllocation_f11.json
