workload_label,workload_kind,trace_name,algorithm,allocation_policy,memory_frames,repetition_id,process_id,t_isolated_ms,t_shared_ms,slowdown,page_faults,replacements,disk_reads,disk_writes
trace-driven,trace,sample_trace,SecondChance,LocalAllocation,6,7,1,0.0026,0.0021,0.8076923076923077,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,0,0,0.0025,0.0029,1.16,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,0,1,0.0026,0.0022,0.8461538461538461,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,1,0,0.0025,0.0025,1.0,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,1,1,0.0026,0.0023,0.8846153846153846,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,2,0,0.0024,0.0027,1.125,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,2,1,0.0026,0.0026,1.0,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,3,0,0.0023,0.0024,1.0434782608695652,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,3,1,0.0025,0.002,0.8,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,4,0,0.0023,0.0023,1.0,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,4,1,0.0025,0.0023,0.92,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,5,0,0.0023,0.0027,1.173913043478261,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,5,1,0.0027,0.0021,0.7777777777777778,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,6,0,0.0034,0.0034,1.0,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,6,1,0.0033,0.0032,0.9696969696969697,3,0,3,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,7,0,0.0045,0.0046,1.0222222222222221,2,0,2,0
trace-driven,trace,sample_trace,SecondChance,ProportionalAllocation,6,7,1,0.0047,0.0045,0.9574468085106383,3,0,3,0
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,0,0,0.0058,0.0067,1.1551724137931034,2,,,
trace-driven,trace,sample_trace,WSClock,GlobalAllocation,6,0,1,0.0059,0.0073,1.2372881355932204,3,,,
